entry_id,user_id,period,income_x,expense_amount,category,priority_flag,cutoff_rate,cutoff_note,currency,total_expenses,income_y,expense_ratio,risk_flag
1440,U131,2025-08,1412,181,Subscriptions,low,0.12,Potential to reduce,RWF,2470,1412,1.7492917847025495,1
1441,U131,2025-08,1412,201,Savings,high,0.49,Potential to reduce,RWF,2470,1412,1.7492917847025495,1
1442,U132,2025-08,2394,296,Clothing,medium,0.11,Potential to reduce,RWF,3451,2394,1.4415204678362572,1
1443,U132,2025-08,2394,424,Savings,high,0.3,Potential to reduce,RWF,3451,2394,1.4415204678362572,1
1444,U132,2025-08,2394,116,Subscriptions,low,0.06,Potential to reduce,RWF,3451,2394,1.4415204678362572,1
1445,U132,2025-08,2394,167,Subscriptions,low,0.45,Potential to reduce,RWF,3451,2394,1.4415204678362572,1
1446,U132,2025-08,2394,581,Health,non_negotiable,0.0,-,RWF,3451,2394,1.4415204678362572,1
1447,U132,2025-08,2394,152,Entertainment,low,0.49,Potential to reduce,RWF,3451,2394,1.4415204678362572,1
1448,U132,2025-08,2394,675,Health,non_negotiable,0.0,-,RWF,3451,2394,1.4415204678362572,1
1449,U132,2025-08,2394,676,Health,non_negotiable,0.0,-,RWF,3451,2394,1.4415204678362572,1
1450,U132,2025-08,2394,28,Entertainment,low,0.42,Potential to reduce,RWF,3451,2394,1.4415204678362572,1
1451,U132,2025-08,2394,227,Other,medium,0.1,Potential to reduce,RWF,3451,2394,1.4415204678362572,1
1452,U132,2025-08,2394,109,Other,medium,0.19,Potential to reduce,RWF,3451,2394,1.4415204678362572,1
1453,U133,2025-08,2218,463,Education,high,0.26,Potential to reduce,RWF,3279,2218,1.4783588818755635,1
1454,U133,2025-08,2218,262,Other,medium,0.16,Potential to reduce,RWF,3279,2218,1.4783588818755635,1
1455,U133,2025-08,2218,230,Transport,high,0.45,Potential to reduce,RWF,3279,2218,1.4783588818755635,1
1456,U133,2025-08,2218,49,Entertainment,low,0.13,Potential to reduce,RWF,3279,2218,1.4783588818755635,1
1457,U133,2025-08,2218,40,Subscriptions,low,0.1,Potential to reduce,RWF,3279,2218,1.4783588818755635,1
1458,U133,2025-08,2218,417,Health,non_negotiable,0.0,-,RWF,3279,2218,1.4783588818755635,1
1459,U133,2025-08,2218,289,Education,high,0.37,Potential to reduce,RWF,3279,2218,1.4783588818755635,1
1460,U133,2025-08,2218,745,Health,non_negotiable,0.0,-,RWF,3279,2218,1.4783588818755635,1
1461,U133,2025-08,2218,140,Education,high,0.38,Potential to reduce,RWF,3279,2218,1.4783588818755635,1
1462,U133,2025-08,2218,537,Insurance,non_negotiable,0.0,-,RWF,3279,2218,1.4783588818755635,1
1463,U133,2025-08,2218,107,Other,medium,0.33,Potential to reduce,RWF,3279,2218,1.4783588818755635,1
1464,U134,2025-08,3126,375,Housing (Rent),non_negotiable,0.0,-,RWF,2864,3126,0.9161868202175304,1
1465,U134,2025-08,3126,177,Clothing,medium,0.21,Potential to reduce,RWF,2864,3126,0.9161868202175304,1
1466,U134,2025-08,3126,488,Health,non_negotiable,0.0,-,RWF,2864,3126,0.9161868202175304,1
1467,U134,2025-08,3126,471,Insurance,non_negotiable,0.0,-,RWF,2864,3126,0.9161868202175304,1
1468,U134,2025-08,3126,181,Entertainment,low,0.2,Potential to reduce,RWF,2864,3126,0.9161868202175304,1
1469,U134,2025-08,3126,187,Entertainment,low,0.05,Potential to reduce,RWF,2864,3126,0.9161868202175304,1
1470,U134,2025-08,3126,146,Transport,high,0.13,Potential to reduce,RWF,2864,3126,0.9161868202175304,1
1471,U134,2025-08,3126,400,Housing (Rent),non_negotiable,0.0,-,RWF,2864,3126,0.9161868202175304,1
1472,U134,2025-08,3126,167,Entertainment,low,0.15,Potential to reduce,RWF,2864,3126,0.9161868202175304,1
1473,U134,2025-08,3126,106,Subscriptions,low,0.08,Potential to reduce,RWF,2864,3126,0.9161868202175304,1
1474,U134,2025-08,3126,166,Transport,high,0.36,Potential to reduce,RWF,2864,3126,0.9161868202175304,1
1475,U135,2025-08,2744,96,Other,medium,0.19,Potential to reduce,RWF,3622,2744,1.3199708454810495,1
1476,U135,2025-08,2744,290,Food,high,0.08,Potential to reduce,RWF,3622,2744,1.3199708454810495,1
1477,U135,2025-08,2744,512,Housing (Rent),non_negotiable,0.0,-,RWF,3622,2744,1.3199708454810495,1
1478,U135,2025-08,2744,166,Other,medium,0.23,Potential to reduce,RWF,3622,2744,1.3199708454810495,1
1479,U135,2025-08,2744,659,Insurance,non_negotiable,0.0,-,RWF,3622,2744,1.3199708454810495,1
1480,U135,2025-08,2744,138,Transport,high,0.41,Potential to reduce,RWF,3622,2744,1.3199708454810495,1
1481,U135,2025-08,2744,126,Clothing,medium,0.45,Potential to reduce,RWF,3622,2744,1.3199708454810495,1
1482,U135,2025-08,2744,314,Health,non_negotiable,0.0,-,RWF,3622,2744,1.3199708454810495,1
1483,U135,2025-08,2744,450,Health,non_negotiable,0.0,-,RWF,3622,2744,1.3199708454810495,1
1484,U135,2025-08,2744,318,Transport,high,0.3,Potential to reduce,RWF,3622,2744,1.3199708454810495,1
1485,U135,2025-08,2744,553,Insurance,non_negotiable,0.0,-,RWF,3622,2744,1.3199708454810495,1
1486,U136,2025-08,3735,95,Other,medium,0.26,Potential to reduce,RWF,3258,3735,0.8722891566265061,1
1487,U136,2025-08,3735,700,Housing (Rent),non_negotiable,0.0,-,RWF,3258,3735,0.8722891566265061,1
1488,U136,2025-08,3735,91,Subscriptions,low,0.11,Potential to reduce,RWF,3258,3735,0.8722891566265061,1
1489,U136,2025-08,3735,166,Subscriptions,low,0.49,Potential to reduce,RWF,3258,3735,0.8722891566265061,1
1490,U136,2025-08,3735,127,Other,medium,0.27,Potential to reduce,RWF,3258,3735,0.8722891566265061,1
1491,U136,2025-08,3735,480,Housing (Rent),non_negotiable,0.0,-,RWF,3258,3735,0.8722891566265061,1
1492,U136,2025-08,3735,623,Housing (Rent),non_negotiable,0.0,-,RWF,3258,3735,0.8722891566265061,1
1493,U136,2025-08,3735,107,Subscriptions,low,0.06,Potential to reduce,RWF,3258,3735,0.8722891566265061,1
1494,U136,2025-08,3735,201,Savings,high,0.18,Potential to reduce,RWF,3258,3735,0.8722891566265061,1
1495,U136,2025-08,3735,182,Savings,high,0.49,Potential to reduce,RWF,3258,3735,0.8722891566265061,1
1496,U136,2025-08,3735,486,Transport,high,0.39,Potential to reduce,RWF,3258,3735,0.8722891566265061,1
1497,U137,2025-08,3131,272,Food,high,0.48,Potential to reduce,RWF,3542,3131,1.131267965506228,1
1498,U137,2025-08,3131,262,Housing (Rent),non_negotiable,0.0,-,RWF,3542,3131,1.131267965506228,1
1499,U137,2025-08,3131,122,Clothing,medium,0.19,Potential to reduce,RWF,3542,3131,1.131267965506228,1
1500,U137,2025-08,3131,474,Food,high,0.29,Potential to reduce,RWF,3542,3131,1.131267965506228,1
1501,U137,2025-08,3131,374,Education,high,0.44,Potential to reduce,RWF,3542,3131,1.131267965506228,1
1502,U137,2025-08,3131,497,Education,high,0.15,Potential to reduce,RWF,3542,3131,1.131267965506228,1
1503,U137,2025-08,3131,416,Food,high,0.08,Potential to reduce,RWF,3542,3131,1.131267965506228,1
1504,U137,2025-08,3131,258,Other,medium,0.16,Potential to reduce,RWF,3542,3131,1.131267965506228,1
1505,U137,2025-08,3131,519,Health,non_negotiable,0.0,-,RWF,3542,3131,1.131267965506228,1
1506,U137,2025-08,3131,210,Clothing,medium,0.26,Potential to reduce,RWF,3542,3131,1.131267965506228,1
1507,U137,2025-08,3131,138,Clothing,medium,0.42,Potential to reduce,RWF,3542,3131,1.131267965506228,1
1508,U138,2025-08,1620,276,Clothing,medium,0.15,Potential to reduce,RWF,3484,1620,2.1506172839506172,1
1509,U138,2025-08,1620,533,Insurance,non_negotiable,0.0,-,RWF,3484,1620,2.1506172839506172,1
1510,U138,2025-08,1620,421,Housing (Rent),non_negotiable,0.0,-,RWF,3484,1620,2.1506172839506172,1
1511,U138,2025-08,1620,90,Clothing,medium,0.07,Potential to reduce,RWF,3484,1620,2.1506172839506172,1
1512,U138,2025-08,1620,87,Subscriptions,low,0.44,Potential to reduce,RWF,3484,1620,2.1506172839506172,1
1513,U138,2025-08,1620,101,Education,high,0.35,Potential to reduce,RWF,3484,1620,2.1506172839506172,1
1514,U138,2025-08,1620,797,Health,non_negotiable,0.0,-,RWF,3484,1620,2.1506172839506172,1
1515,U138,2025-08,1620,218,Clothing,medium,0.5,Potential to reduce,RWF,3484,1620,2.1506172839506172,1
1516,U138,2025-08,1620,232,Clothing,medium,0.29,Potential to reduce,RWF,3484,1620,2.1506172839506172,1
1517,U138,2025-08,1620,261,Health,non_negotiable,0.0,-,RWF,3484,1620,2.1506172839506172,1
1518,U138,2025-08,1620,468,Savings,high,0.18,Potential to reduce,RWF,3484,1620,2.1506172839506172,1
1519,U139,2025-08,3115,84,Other,medium,0.17,Potential to reduce,RWF,3544,3115,1.137720706260032,1
1520,U139,2025-08,3115,287,Clothing,medium,0.44,Potential to reduce,RWF,3544,3115,1.137720706260032,1
1521,U139,2025-08,3115,524,Health,non_negotiable,0.0,-,RWF,3544,3115,1.137720706260032,1
1522,U139,2025-08,3115,403,Food,high,0.42,Potential to reduce,RWF,3544,3115,1.137720706260032,1
1523,U139,2025-08,3115,191,Entertainment,low,0.1,Potential to reduce,RWF,3544,3115,1.137720706260032,1
1524,U139,2025-08,3115,300,Transport,high,0.46,Potential to reduce,RWF,3544,3115,1.137720706260032,1
1525,U139,2025-08,3115,423,Education,high,0.44,Potential to reduce,RWF,3544,3115,1.137720706260032,1
1526,U139,2025-08,3115,681,Insurance,non_negotiable,0.0,-,RWF,3544,3115,1.137720706260032,1
1527,U139,2025-08,3115,84,Subscriptions,low,0.06,Potential to reduce,RWF,3544,3115,1.137720706260032,1
1528,U139,2025-08,3115,442,Food,high,0.24,Potential to reduce,RWF,3544,3115,1.137720706260032,1
1529,U139,2025-08,3115,125,Other,medium,0.46,Potential to reduce,RWF,3544,3115,1.137720706260032,1
1530,U140,2025-08,3021,758,Health,non_negotiable,0.0,-,RWF,4555,3021,1.507778881165177,1
1531,U140,2025-08,3021,34,Entertainment,low,0.32,Potential to reduce,RWF,4555,3021,1.507778881165177,1
1532,U140,2025-08,3021,125,Transport,high,0.12,Potential to reduce,RWF,4555,3021,1.507778881165177,1
1533,U140,2025-08,3021,169,Entertainment,low,0.32,Potential to reduce,RWF,4555,3021,1.507778881165177,1
1534,U140,2025-08,3021,406,Transport,high,0.25,Potential to reduce,RWF,4555,3021,1.507778881165177,1
1535,U140,2025-08,3021,256,Transport,high,0.34,Potential to reduce,RWF,4555,3021,1.507778881165177,1
1536,U140,2025-08,3021,410,Savings,high,0.28,Potential to reduce,RWF,4555,3021,1.507778881165177,1
1537,U140,2025-08,3021,739,Health,non_negotiable,0.0,-,RWF,4555,3021,1.507778881165177,1
1538,U140,2025-08,3021,605,Housing (Rent),non_negotiable,0.0,-,RWF,4555,3021,1.507778881165177,1
1539,U140,2025-08,3021,275,Housing (Rent),non_negotiable,0.0,-,RWF,4555,3021,1.507778881165177,1
1540,U140,2025-08,3021,778,Housing (Rent),non_negotiable,0.0,-,RWF,4555,3021,1.507778881165177,1
1541,U141,2025-08,3701,181,Entertainment,low,0.26,Potential to reduce,RWF,2781,3701,0.7514185355309376,0
1542,U141,2025-08,3701,124,Entertainment,low,0.28,Potential to reduce,RWF,2781,3701,0.7514185355309376,0
1543,U141,2025-08,3701,136,Clothing,medium,0.23,Potential to reduce,RWF,2781,3701,0.7514185355309376,0
1544,U141,2025-08,3701,172,Subscriptions,low,0.05,Potential to reduce,RWF,2781,3701,0.7514185355309376,0
1545,U141,2025-08,3701,110,Clothing,medium,0.26,Potential to reduce,RWF,2781,3701,0.7514185355309376,0
1546,U141,2025-08,3701,267,Clothing,medium,0.46,Potential to reduce,RWF,2781,3701,0.7514185355309376,0
1547,U141,2025-08,3701,479,Transport,high,0.26,Potential to reduce,RWF,2781,3701,0.7514185355309376,0
1548,U141,2025-08,3701,192,Transport,high,0.26,Potential to reduce,RWF,2781,3701,0.7514185355309376,0
1549,U141,2025-08,3701,623,Health,non_negotiable,0.0,-,RWF,2781,3701,0.7514185355309376,0
1550,U141,2025-08,3701,161,Subscriptions,low,0.32,Potential to reduce,RWF,2781,3701,0.7514185355309376,0
1551,U141,2025-08,3701,336,Food,high,0.26,Potential to reduce,RWF,2781,3701,0.7514185355309376,0
1552,U142,2025-08,2512,190,Clothing,medium,0.29,Potential to reduce,RWF,4184,2512,1.6656050955414012,1
1553,U142,2025-08,2512,148,Education,high,0.05,Potential to reduce,RWF,4184,2512,1.6656050955414012,1
1554,U142,2025-08,2512,289,Savings,high,0.42,Potential to reduce,RWF,4184,2512,1.6656050955414012,1
1555,U142,2025-08,2512,197,Other,medium,0.1,Potential to reduce,RWF,4184,2512,1.6656050955414012,1
1556,U142,2025-08,2512,189,Savings,high,0.26,Potential to reduce,RWF,4184,2512,1.6656050955414012,1
1557,U142,2025-08,2512,196,Entertainment,low,0.15,Potential to reduce,RWF,4184,2512,1.6656050955414012,1
1558,U142,2025-08,2512,562,Insurance,non_negotiable,0.0,-,RWF,4184,2512,1.6656050955414012,1
1559,U142,2025-08,2512,581,Insurance,non_negotiable,0.0,-,RWF,4184,2512,1.6656050955414012,1
1560,U142,2025-08,2512,332,Food,high,0.23,Potential to reduce,RWF,4184,2512,1.6656050955414012,1
1561,U142,2025-08,2512,748,Insurance,non_negotiable,0.0,-,RWF,4184,2512,1.6656050955414012,1
1562,U142,2025-08,2512,752,Health,non_negotiable,0.0,-,RWF,4184,2512,1.6656050955414012,1
1563,U143,2025-08,1655,376,Food,high,0.21,Potential to reduce,RWF,4248,1655,2.5667673716012085,1
1564,U143,2025-08,1655,382,Housing (Rent),non_negotiable,0.0,-,RWF,4248,1655,2.5667673716012085,1
1565,U143,2025-08,1655,240,Housing (Rent),non_negotiable,0.0,-,RWF,4248,1655,2.5667673716012085,1
1566,U143,2025-08,1655,750,Housing (Rent),non_negotiable,0.0,-,RWF,4248,1655,2.5667673716012085,1
1567,U143,2025-08,1655,596,Housing (Rent),non_negotiable,0.0,-,RWF,4248,1655,2.5667673716012085,1
1568,U143,2025-08,1655,693,Housing (Rent),non_negotiable,0.0,-,RWF,4248,1655,2.5667673716012085,1
1569,U143,2025-08,1655,246,Education,high,0.25,Potential to reduce,RWF,4248,1655,2.5667673716012085,1
1570,U143,2025-08,1655,326,Insurance,non_negotiable,0.0,-,RWF,4248,1655,2.5667673716012085,1
1571,U143,2025-08,1655,65,Subscriptions,low,0.12,Potential to reduce,RWF,4248,1655,2.5667673716012085,1
1572,U143,2025-08,1655,367,Insurance,non_negotiable,0.0,-,RWF,4248,1655,2.5667673716012085,1
1573,U143,2025-08,1655,207,Savings,high,0.38,Potential to reduce,RWF,4248,1655,2.5667673716012085,1
1574,U144,2025-08,1383,208,Education,high,0.32,Potential to reduce,RWF,2995,1383,2.165582067968185,1
1575,U144,2025-08,1383,289,Clothing,medium,0.18,Potential to reduce,RWF,2995,1383,2.165582067968185,1
1576,U144,2025-08,1383,189,Transport,high,0.48,Potential to reduce,RWF,2995,1383,2.165582067968185,1
1577,U144,2025-08,1383,299,Clothing,medium,0.37,Potential to reduce,RWF,2995,1383,2.165582067968185,1
1578,U144,2025-08,1383,352,Housing (Rent),non_negotiable,0.0,-,RWF,2995,1383,2.165582067968185,1
1579,U144,2025-08,1383,373,Health,non_negotiable,0.0,-,RWF,2995,1383,2.165582067968185,1
1580,U144,2025-08,1383,442,Savings,high,0.37,Potential to reduce,RWF,2995,1383,2.165582067968185,1
1581,U144,2025-08,1383,194,Entertainment,low,0.08,Potential to reduce,RWF,2995,1383,2.165582067968185,1
1582,U144,2025-08,1383,224,Other,medium,0.44,Potential to reduce,RWF,2995,1383,2.165582067968185,1
1583,U144,2025-08,1383,165,Entertainment,low,0.1,Potential to reduce,RWF,2995,1383,2.165582067968185,1
1584,U144,2025-08,1383,260,Food,high,0.26,Potential to reduce,RWF,2995,1383,2.165582067968185,1
1585,U145,2025-08,1393,684,Insurance,non_negotiable,0.0,-,RWF,4878,1393,3.501794687724336,1
1586,U145,2025-08,1393,611,Insurance,non_negotiable,0.0,-,RWF,4878,1393,3.501794687724336,1
1587,U145,2025-08,1393,187,Entertainment,low,0.39,Potential to reduce,RWF,4878,1393,3.501794687724336,1
1588,U145,2025-08,1393,531,Housing (Rent),non_negotiable,0.0,-,RWF,4878,1393,3.501794687724336,1
1589,U145,2025-08,1393,577,Insurance,non_negotiable,0.0,-,RWF,4878,1393,3.501794687724336,1
1590,U145,2025-08,1393,342,Food,high,0.21,Potential to reduce,RWF,4878,1393,3.501794687724336,1
1591,U145,2025-08,1393,186,Entertainment,low,0.24,Potential to reduce,RWF,4878,1393,3.501794687724336,1
1592,U145,2025-08,1393,304,Health,non_negotiable,0.0,-,RWF,4878,1393,3.501794687724336,1
1593,U145,2025-08,1393,401,Housing (Rent),non_negotiable,0.0,-,RWF,4878,1393,3.501794687724336,1
1594,U145,2025-08,1393,649,Health,non_negotiable,0.0,-,RWF,4878,1393,3.501794687724336,1
1595,U145,2025-08,1393,406,Savings,high,0.32,Potential to reduce,RWF,4878,1393,3.501794687724336,1
1596,U146,2025-08,2089,191,Clothing,medium,0.34,Potential to reduce,RWF,2908,2089,1.392053614169459,1
1597,U146,2025-08,2089,317,Housing (Rent),non_negotiable,0.0,-,RWF,2908,2089,1.392053614169459,1
1598,U146,2025-08,2089,576,Insurance,non_negotiable,0.0,-,RWF,2908,2089,1.392053614169459,1
1599,U146,2025-08,2089,138,Education,high,0.44,Potential to reduce,RWF,2908,2089,1.392053614169459,1
1600,U146,2025-08,2089,283,Insurance,non_negotiable,0.0,-,RWF,2908,2089,1.392053614169459,1
1601,U146,2025-08,2089,174,Subscriptions,low,0.38,Potential to reduce,RWF,2908,2089,1.392053614169459,1
1602,U146,2025-08,2089,112,Entertainment,low,0.08,Potential to reduce,RWF,2908,2089,1.392053614169459,1
1603,U146,2025-08,2089,499,Food,high,0.5,Potential to reduce,RWF,2908,2089,1.392053614169459,1
1604,U146,2025-08,2089,457,Housing (Rent),non_negotiable,0.0,-,RWF,2908,2089,1.392053614169459,1
1605,U146,2025-08,2089,100,Entertainment,low,0.36,Potential to reduce,RWF,2908,2089,1.392053614169459,1
1606,U146,2025-08,2089,61,Other,medium,0.18,Potential to reduce,RWF,2908,2089,1.392053614169459,1
1607,U147,2025-08,2656,104,Other,medium,0.31,Potential to reduce,RWF,2997,2656,1.1283885542168675,1
1608,U147,2025-08,2656,456,Education,high,0.11,Potential to reduce,RWF,2997,2656,1.1283885542168675,1
1609,U147,2025-08,2656,98,Clothing,medium,0.15,Potential to reduce,RWF,2997,2656,1.1283885542168675,1
1610,U147,2025-08,2656,172,Subscriptions,low,0.38,Potential to reduce,RWF,2997,2656,1.1283885542168675,1
1611,U147,2025-08,2656,393,Transport,high,0.43,Potential to reduce,RWF,2997,2656,1.1283885542168675,1
1612,U147,2025-08,2656,231,Clothing,medium,0.43,Potential to reduce,RWF,2997,2656,1.1283885542168675,1
1613,U147,2025-08,2656,619,Housing (Rent),non_negotiable,0.0,-,RWF,2997,2656,1.1283885542168675,1
1614,U147,2025-08,2656,148,Other,medium,0.08,Potential to reduce,RWF,2997,2656,1.1283885542168675,1
1615,U147,2025-08,2656,92,Subscriptions,low,0.19,Potential to reduce,RWF,2997,2656,1.1283885542168675,1
1616,U147,2025-08,2656,221,Education,high,0.32,Potential to reduce,RWF,2997,2656,1.1283885542168675,1
1617,U147,2025-08,2656,463,Transport,high,0.41,Potential to reduce,RWF,2997,2656,1.1283885542168675,1
1618,U148,2025-08,2274,394,Housing (Rent),non_negotiable,0.0,-,RWF,4161,2274,1.8298153034300793,1
1619,U148,2025-08,2274,255,Savings,high,0.31,Potential to reduce,RWF,4161,2274,1.8298153034300793,1
1620,U148,2025-08,2274,60,Entertainment,low,0.24,Potential to reduce,RWF,4161,2274,1.8298153034300793,1
1621,U148,2025-08,2274,559,Housing (Rent),non_negotiable,0.0,-,RWF,4161,2274,1.8298153034300793,1
1622,U148,2025-08,2274,174,Transport,high,0.31,Potential to reduce,RWF,4161,2274,1.8298153034300793,1
1623,U148,2025-08,2274,412,Education,high,0.06,Potential to reduce,RWF,4161,2274,1.8298153034300793,1
1624,U148,2025-08,2274,579,Housing (Rent),non_negotiable,0.0,-,RWF,4161,2274,1.8298153034300793,1
1625,U148,2025-08,2274,489,Insurance,non_negotiable,0.0,-,RWF,4161,2274,1.8298153034300793,1
1626,U148,2025-08,2274,639,Health,non_negotiable,0.0,-,RWF,4161,2274,1.8298153034300793,1
1627,U148,2025-08,2274,205,Other,medium,0.24,Potential to reduce,RWF,4161,2274,1.8298153034300793,1
1628,U148,2025-08,2274,395,Housing (Rent),non_negotiable,0.0,-,RWF,4161,2274,1.8298153034300793,1
1629,U149,2025-08,3268,767,Housing (Rent),non_negotiable,0.0,-,RWF,3758,3268,1.149938800489596,1
1630,U149,2025-08,3268,84,Entertainment,low,0.21,Potential to reduce,RWF,3758,3268,1.149938800489596,1
1631,U149,2025-08,3268,167,Entertainment,low,0.2,Potential to reduce,RWF,3758,3268,1.149938800489596,1
1632,U149,2025-08,3268,165,Entertainment,low,0.34,Potential to reduce,RWF,3758,3268,1.149938800489596,1
1633,U149,2025-08,3268,220,Other,medium,0.22,Potential to reduce,RWF,3758,3268,1.149938800489596,1
1634,U149,2025-08,3268,674,Insurance,non_negotiable,0.0,-,RWF,3758,3268,1.149938800489596,1
1635,U149,2025-08,3268,325,Health,non_negotiable,0.0,-,RWF,3758,3268,1.149938800489596,1
1636,U149,2025-08,3268,188,Other,medium,0.19,Potential to reduce,RWF,3758,3268,1.149938800489596,1
1637,U149,2025-08,3268,775,Housing (Rent),non_negotiable,0.0,-,RWF,3758,3268,1.149938800489596,1
1638,U149,2025-08,3268,118,Other,medium,0.29,Potential to reduce,RWF,3758,3268,1.149938800489596,1
1639,U149,2025-08,3268,275,Food,high,0.15,Potential to reduce,RWF,3758,3268,1.149938800489596,1
1640,U150,2025-08,1632,130,Education,high,0.36,Potential to reduce,RWF,3657,1632,2.2408088235294117,1
1641,U150,2025-08,1632,158,Clothing,medium,0.49,Potential to reduce,RWF,3657,1632,2.2408088235294117,1
1642,U150,2025-08,1632,575,Insurance,non_negotiable,0.0,-,RWF,3657,1632,2.2408088235294117,1
1643,U150,2025-08,1632,443,Transport,high,0.28,Potential to reduce,RWF,3657,1632,2.2408088235294117,1
1644,U150,2025-08,1632,174,Transport,high,0.11,Potential to reduce,RWF,3657,1632,2.2408088235294117,1
1645,U150,2025-08,1632,203,Other,medium,0.07,Potential to reduce,RWF,3657,1632,2.2408088235294117,1
1646,U150,2025-08,1632,462,Education,high,0.22,Potential to reduce,RWF,3657,1632,2.2408088235294117,1
1647,U150,2025-08,1632,70,Subscriptions,low,0.06,Potential to reduce,RWF,3657,1632,2.2408088235294117,1
1648,U150,2025-08,1632,414,Education,high,0.12,Potential to reduce,RWF,3657,1632,2.2408088235294117,1
1649,U150,2025-08,1632,344,Education,high,0.18,Potential to reduce,RWF,3657,1632,2.2408088235294117,1
1650,U150,2025-08,1632,684,Housing (Rent),non_negotiable,0.0,-,RWF,3657,1632,2.2408088235294117,1
1651,U151,2025-08,2969,324,Health,non_negotiable,0.0,-,RWF,3142,2969,1.0582687773661166,1
1652,U151,2025-08,2969,748,Housing (Rent),non_negotiable,0.0,-,RWF,3142,2969,1.0582687773661166,1
1653,U151,2025-08,2969,269,Savings,high,0.22,Potential to reduce,RWF,3142,2969,1.0582687773661166,1
1654,U151,2025-08,2969,54,Subscriptions,low,0.45,Potential to reduce,RWF,3142,2969,1.0582687773661166,1
1655,U151,2025-08,2969,37,Subscriptions,low,0.42,Potential to reduce,RWF,3142,2969,1.0582687773661166,1
1656,U151,2025-08,2969,568,Insurance,non_negotiable,0.0,-,RWF,3142,2969,1.0582687773661166,1
1657,U151,2025-08,2969,384,Food,high,0.18,Potential to reduce,RWF,3142,2969,1.0582687773661166,1
1658,U151,2025-08,2969,225,Food,high,0.23,Potential to reduce,RWF,3142,2969,1.0582687773661166,1
1659,U151,2025-08,2969,128,Subscriptions,low,0.49,Potential to reduce,RWF,3142,2969,1.0582687773661166,1
1660,U151,2025-08,2969,41,Entertainment,low,0.29,Potential to reduce,RWF,3142,2969,1.0582687773661166,1
1661,U151,2025-08,2969,364,Housing (Rent),non_negotiable,0.0,-,RWF,3142,2969,1.0582687773661166,1
1662,U152,2025-08,3152,496,Transport,high,0.29,Potential to reduce,RWF,3817,3152,1.210977157360406,1
1663,U152,2025-08,3152,105,Entertainment,low,0.16,Potential to reduce,RWF,3817,3152,1.210977157360406,1
1664,U152,2025-08,3152,106,Entertainment,low,0.25,Potential to reduce,RWF,3817,3152,1.210977157360406,1
1665,U152,2025-08,3152,141,Savings,high,0.42,Potential to reduce,RWF,3817,3152,1.210977157360406,1
1666,U152,2025-08,3152,308,Housing (Rent),non_negotiable,0.0,-,RWF,3817,3152,1.210977157360406,1
1667,U152,2025-08,3152,70,Subscriptions,low,0.13,Potential to reduce,RWF,3817,3152,1.210977157360406,1
1668,U152,2025-08,3152,540,Housing (Rent),non_negotiable,0.0,-,RWF,3817,3152,1.210977157360406,1
1669,U152,2025-08,3152,582,Housing (Rent),non_negotiable,0.0,-,RWF,3817,3152,1.210977157360406,1
1670,U152,2025-08,3152,732,Insurance,non_negotiable,0.0,-,RWF,3817,3152,1.210977157360406,1
1671,U152,2025-08,3152,499,Health,non_negotiable,0.0,-,RWF,3817,3152,1.210977157360406,1
1672,U152,2025-08,3152,238,Savings,high,0.3,Potential to reduce,RWF,3817,3152,1.210977157360406,1
1673,U153,2025-08,2322,484,Savings,high,0.31,Potential to reduce,RWF,3817,2322,1.6438415159345392,1
1674,U153,2025-08,2322,73,Other,medium,0.5,Potential to reduce,RWF,3817,2322,1.6438415159345392,1
1675,U153,2025-08,2322,310,Housing (Rent),non_negotiable,0.0,-,RWF,3817,2322,1.6438415159345392,1
1676,U153,2025-08,2322,453,Education,high,0.27,Potential to reduce,RWF,3817,2322,1.6438415159345392,1
1677,U153,2025-08,2322,372,Savings,high,0.38,Potential to reduce,RWF,3817,2322,1.6438415159345392,1
1678,U153,2025-08,2322,437,Education,high,0.33,Potential to reduce,RWF,3817,2322,1.6438415159345392,1
1679,U153,2025-08,2322,298,Other,medium,0.41,Potential to reduce,RWF,3817,2322,1.6438415159345392,1
1680,U153,2025-08,2322,364,Insurance,non_negotiable,0.0,-,RWF,3817,2322,1.6438415159345392,1
1681,U153,2025-08,2322,280,Clothing,medium,0.23,Potential to reduce,RWF,3817,2322,1.6438415159345392,1
1682,U153,2025-08,2322,383,Food,high,0.43,Potential to reduce,RWF,3817,2322,1.6438415159345392,1
1683,U153,2025-08,2322,363,Health,non_negotiable,0.0,-,RWF,3817,2322,1.6438415159345392,1
1684,U154,2025-08,2709,263,Housing (Rent),non_negotiable,0.0,-,RWF,4873,2709,1.7988187523071244,1
1685,U154,2025-08,2709,140,Clothing,medium,0.46,Potential to reduce,RWF,4873,2709,1.7988187523071244,1
1686,U154,2025-08,2709,466,Housing (Rent),non_negotiable,0.0,-,RWF,4873,2709,1.7988187523071244,1
1687,U154,2025-08,2709,758,Insurance,non_negotiable,0.0,-,RWF,4873,2709,1.7988187523071244,1
1688,U154,2025-08,2709,339,Insurance,non_negotiable,0.0,-,RWF,4873,2709,1.7988187523071244,1
1689,U154,2025-08,2709,295,Other,medium,0.11,Potential to reduce,RWF,4873,2709,1.7988187523071244,1
1690,U154,2025-08,2709,594,Housing (Rent),non_negotiable,0.0,-,RWF,4873,2709,1.7988187523071244,1
